Country,CountryCode,Year,PrimaryEnrol_3,NatIncome_5,IncomeCapita_7,AgriLand_9,AirFreight_14,AirPassengers_15,PriceIndex_24,HlthExCapita_33,DepIntRate_35,kWhCapita_45,GDP_65,GDPCapita_67,Inflation_83,Labor_89,LandArea_90,LenIntRate_91,MfgValGDP_96,Population_110,ServicesAdd_130,TaxGDP%_135,Developed,Global North/South
United States,USA,1974,,"1,307,580,000,000","6,114","4,301,580","7,255","207,612,400",22.61,,,"8,450","1,545,240,000,000","7,226",11.05,,"9,158,960",10.8,,"213,854,000",,11.84,1,Global North
United States,USA,1975,,"1,409,400,000,000","6,526","4,301,580","7,000","204,900,400",24.68,,,"8,522","1,684,900,000,000","7,801",9.14,,"9,158,960",7.86,,"215,973,000",,11.19,1,Global North
United States,USA,1976,,"1,574,880,000,000","7,223","4,301,580","7,438","223,017,296",26.1,,,"8,969","1,873,410,000,000","8,592",5.74,,"9,158,960",6.84,,"218,035,000",,10.75,1,Global North
United States,USA,1977,,"1,750,660,000,000","7,949","4,303,310","7,921","240,144,992",27.79,,,"9,338","2,081,830,000,000","9,453",6.5,,"9,158,960",6.82,,"220,239,000",,11.62,1,Global North
United States,USA,1978,,"1,982,420,000,000","8,906","4,281,630","8,407","273,025,504",29.92,,,"9,561","2,351,600,000,000","10,565",7.63,,"9,158,960",9.06,,"222,585,000",,11.54,1,Global North
United States,USA,1979,,"2,140,430,000,000","9,511","4,281,630","8,658","313,624,000",33.28,,,"9,701","2,627,330,000,000","11,674",11.25,,"9,158,960",12.67,,"225,055,000",,12,1,Global North
United States,USA,1980,,"2,303,980,000,000","10,140","4,281,630","8,615","295,329,088",37.79,,,"9,862","2,857,310,000,000","12,575",13.55,,"9,158,960",15.27,,"227,225,000",,12.14,1,Global North
United States,USA,1981,,"2,624,360,000,000","11,437","4,281,630","8,607","281,086,400",41.7,,,"9,977","3,207,040,000,000","13,976",10.33,,"9,158,960",18.87,,"229,466,000",,12.55,1,Global North
United States,USA,1982,,"2,794,960,000,000","12,065","4,313,990","8,296","290,992,608",44.25,,,"9,544","3,343,790,000,000","14,434",6.13,,"9,158,960",14.86,,"231,664,000",,11.98,1,Global North
United States,USA,1983,,"2,979,230,000,000","12,743","4,313,990","9,285","315,600,096",45.68,,,"9,742","3,634,040,000,000","15,544",3.21,,"9,158,960",10.79,,"233,792,000",,10.35,1,Global North
United States,USA,1984,,"3,363,890,000,000","14,264","4,313,990","10,293","340,191,488",47.64,,,"10,282","4,037,610,000,000","17,121",4.3,,"9,158,960",12.04,,"235,825,000",,10.16,1,Global North
United States,USA,1985,,"3,604,910,000,000","15,152","4,313,990","9,672","372,059,104",49.33,,,"10,414","4,338,980,000,000","18,237",3.55,,"9,158,960",9.93,,"237,924,000",,10.38,1,Global North
United States,USA,1986,,"3,803,710,000,000","15,840","4,313,990","10,619","414,554,496",50.27,,,"10,424","4,579,630,000,000","19,071",1.9,,"9,158,960",8.33,,"240,133,000",,10.16,1,Global North
United States,USA,1987,,"4,055,300,000,000","16,737","4,269,480","12,023","441,832,704",52.11,,,"10,887","4,855,220,000,000","20,039",3.66,,"9,158,960",8.2,,"242,289,000",,10.95,1,Global North
United States,USA,1988,,"4,448,070,000,000","18,193","4,269,480","13,876","454,202,912",54.23,,,"11,298","5,236,440,000,000","21,417",4.08,,"9,158,960",9.32,,"244,499,000",,10.6,1,Global North
United States,USA,1989,,"4,719,390,000,000","19,121","4,269,480","14,651","453,161,504",56.85,,,"11,532","5,641,580,000,000","22,857",4.83,,"9,158,960",10.87,,"246,819,000",,10.78,1,Global North
United States,USA,1990,,"4,957,200,000,000","19,859","4,269,480","14,791","464,574,016",59.92,,,"11,713","5,963,140,000,000","23,889",5.4,"127,976,617","9,158,960",10.01,,"249,623,000",,10.47,1,Global North
United States,USA,1991,,"5,125,430,000,000","20,260","4,269,480","14,486","452,015,904",62.46,,,"12,134","6,158,130,000,000","24,342",4.23,"128,888,505","9,158,960",8.46,,"252,981,000",,10.32,1,Global North
United States,USA,1992,,"5,429,250,000,000","21,166","4,254,290","15,618","466,964,992",64.35,,,"12,015","6,520,330,000,000","25,419",3.03,"131,111,933","9,158,960",6.25,,"256,514,000",,9.98,1,Global North
United States,USA,1993,,"5,668,520,000,000","21,809","4,229,480","16,343","469,926,112",66.25,,,"12,262","6,858,560,000,000","26,387",2.95,"132,441,929","9,158,960",6,,"259,919,000",,10.3,1,Global North
United States,USA,1994,,"6,063,650,000,000","23,045","4,211,390","19,084","514,924,000",67.98,,,"12,455","7,287,240,000,000","27,695",2.61,"134,712,595","9,158,960",7.14,,"263,126,000",,10.62,1,Global North
United States,USA,1995,,"6,413,140,000,000","24,084","4,201,390","19,623","533,512,096",69.88,,,"12,660","7,639,750,000,000","28,691",2.81,"136,498,652","9,158,960",8.83,,"266,278,000",,10.98,1,Global North
United States,USA,1996,,"6,825,720,000,000","25,337","4,163,060","21,676","571,072,000",71.93,,,"12,854","8,073,120,000,000","29,968",2.93,"138,356,464","9,158,960",8.27,,"269,394,000",,11.37,1,Global North
United States,USA,1997,,"7,311,810,000,000","26,817","4,148,850","25,479","590,571,392",73.61,,,"12,890","8,577,550,000,000","31,459",2.34,"140,767,688","9,158,960",8.44,16.09,"272,657,000",71.81,11.83,1,Global North
United States,USA,1998,,"7,807,970,000,000","28,305","4,145,880","25,758","588,170,880",74.76,,,"13,155","9,062,820,000,000","32,854",1.55,"142,346,825","9,158,960",8.35,15.77,"275,854,000",72.42,12.33,1,Global North
United States,USA,1999,,"8,256,200,000,000","29,588","4,138,870","27,292","634,364,608",76.39,,,"13,282","9,631,170,000,000","34,515",2.19,"144,214,674","9,158,960",7.99,15.46,"279,040,000",72.69,12.26,1,Global North
United States,USA,2000,,"8,810,940,000,000","31,226","4,143,990","30,172","665,327,414",78.97,"4,543.44",,"13,671","10,250,900,000,000","36,330",3.38,"146,013,784","9,161,920",9.23,15.12,"282,162,411",72.82,12.97,1,Global North
United States,USA,2001,,"9,038,660,000,000","31,718","4,149,440","27,925","622,187,846",81.2,"4,894.28",,"13,047","10,581,900,000,000","37,134",2.83,"147,226,537","9,161,920",6.92,13.92,"284,968,955",74.02,11.86,1,Global North
United States,USA,2002,,"9,407,970,000,000","32,709","4,130,640","29,555","598,410,415",82.49,"5,322.74",,"13,296","10,929,100,000,000","37,998",1.59,"148,295,437","9,161,920",4.68,13.45,"287,625,193",74.86,9.87,1,Global North
United States,USA,2003,,"9,715,270,000,000","33,488","4,130,223","34,206","588,997,110",84.36,"5,732.23",,"13,307","11,456,400,000,000","39,490",2.27,"149,003,774","9,161,920",4.12,13.32,"290,107,933",74.6,9.39,1,Global North
United States,USA,2004,,"10,392,400,000,000","35,493","4,129,809","37,450","678,110,608",86.62,"6,097.29",,"13,389","12,217,200,000,000","41,725",2.68,"150,102,997","9,161,920",4.34,13.17,"292,805,298",74.16,9.54,1,Global North
United States,USA,2005,99.43,"11,130,800,000,000","37,666","4,129,396","37,358","720,547,738",89.56,"6,454.40",,"13,705","13,039,200,000,000","44,123",3.39,"151,976,098","9,161,920",6.19,12.98,"295,516,599",74.03,10.68,1,Global North
United States,USA,2006,,"11,887,300,000,000","39,840","4,128,988","39,882","725,530,965",92.45,"6,828.62",,"13,583","13,815,600,000,000","46,302",3.23,"153,855,509","9,161,920",7.96,12.99,"298,379,912",73.7,11.31,1,Global North
United States,USA,2007,,"12,254,400,000,000","40,681","4,128,576","40,618","744,302,310",95.09,"7,181.89",,"13,657","14,474,200,000,000","48,050",2.85,"155,224,880","9,161,920",8.05,12.77,"301,231,207",73.92,11.29,1,Global North
United States,USA,2008,,"12,204,300,000,000","40,133","4,109,023","39,314","701,779,551",98.74,"7,401.37",,"13,663","14,769,900,000,000","48,570",3.84,"156,907,793","9,147,420",5.09,12.22,"304,093,966",74.62,10.28,1,Global North
United States,USA,2009,,"11,990,100,000,000","39,085","4,089,470","35,098","679,423,408",98.39,"7,657.56",,"12,914","14,478,100,000,000","47,195",-0.36,"157,079,943","9,147,420",3.25,11.7,"306,771,529",76.51,7.9,1,Global North
United States,USA,2010,97.63,"12,751,000,000,000","41,222","4,069,917","39,353","720,497,000",100,"7,888.35",,"13,395","15,049,000,000,000","48,651",1.64,"157,111,093","9,147,420",3.25,11.91,"309,327,143",76.28,8.56,1,Global North
United States,USA,2011,96.39,"13,346,200,000,000","42,833","4,050,364","39,622","730,796,000",103.16,"8,080.21",,"13,246","15,599,700,000,000","50,066",3.16,"157,163,170","9,147,420",3.25,11.95,"311,583,481",75.9,9.54,1,Global North
United States,USA,2012,97.27,"14,068,500,000,000","44,821","4,030,811","39,111","736,699,000",105.29,"8,342.58",,"12,964","16,254,000,000,000","51,784",2.07,"157,841,889","9,147,420",3.25,11.86,"313,877,662",76.16,9.76,1,Global North
United States,USA,2013,97.51,"14,455,900,000,000","45,738","4,036,270","37,114","743,171,000",106.83,"8,522.13",,"13,004","16,843,200,000,000","53,291",1.46,"158,252,925","9,147,420",3.25,11.8,"316,059,947",75.82,10.48,1,Global North
United States,USA,2014,97.97,"15,130,700,000,000","47,523","4,041,729","38,225","762,710,000",108.57,"8,939.40",,"12,994","17,550,700,000,000","55,124",1.62,"158,910,317","9,147,420",3.25,11.66,"318,386,329",75.83,10.93,1,Global North
United States,USA,2015,94.6,"15,781,100,000,000","49,202","4,047,187","37,866","798,222,000",108.7,"9,392.07",,,"18,206,000,000,000","56,763",0.12,"159,912,569","9,147,420",3.26,11.66,"320,738,994",76.74,11.23,1,Global North
United States,USA,2016,99.64,"15,990,500,000,000","49,495","4,052,646","38,658","824,039,000",110.07,"9,775.00",,,"18,695,100,000,000","57,867",1.26,"161,836,238","9,147,420",3.51,11.22,"323,071,755",77.44,10.91,1,Global North
United States,USA,2017,95.56,"16,740,700,000,000","51,490","4,058,104","41,592","849,403,000",112.41,"10,103.09",,,"19,479,600,000,000","59,915",2.13,"163,395,307","9,147,420",4.1,11.25,"325,122,128",77.03,11.75,1,Global North
United States,USA,2018,,"17,536,800,000,000","53,656","4,058,104","42,985","889,024,000",115.16,"10,515.32",,,"20,527,200,000,000","62,805",2.44,"164,634,753","9,147,420",4.9,11.34,"326,838,199",76.74,9.93,1,Global North
United States,USA,2019,,"18,185,500,000,000","55,388","4,058,104","42,498","926,737,000",117.24,"10,921.01",,,"21,372,600,000,000","65,095",1.81,"166,355,636","9,147,420",5.28,11.07,"328,329,953",77.2,10.03,1,Global North
United States,USA,2020,,"17,678,600,000,000","53,329","4,058,104","40,793","369,501,000",118.69,,,,"20,893,700,000,000","63,028",1.23,"164,740,393","9,147,420",3.54,11.19,"331,501,080",80.14,9.94,1,Global North
United States,USA,2021,,,,,,,124.27,,,,"22,996,100,000,000","69,288",4.7,"164,794,747",,3.25,,"331,893,745",,,1,Global North
United Kingdom,GBR,1972,97.31,"160,701,000,000","2,865","187,560",714,"17,308,500",10.94,,4.15,"4,373","169,965,000,000","3,030",7.07,,"241,930",7.5,,"56,086,065",,23.02,1,Global North
United Kingdom,GBR,1973,96.36,"181,857,000,000","3,236","186,960",844,"18,959,700",11.94,,8.02,"4,672","192,538,000,000","3,426",9.2,,"241,930",8,,"56,194,527",,21.07,1,Global North
United Kingdom,GBR,1974,95.87,"194,928,000,000","3,467","186,380",847,"18,062,600",13.86,,9.5,"4,534","206,131,000,000","3,666",16.04,,"241,930",9,,"56,229,974",,23.75,1,Global North
United Kingdom,GBR,1975,95.78,"229,971,000,000","4,090","185,830",798,"18,074,900",17.22,,7.08,"4,492","241,757,000,000","4,300",24.21,,"241,930",10.47,,"56,225,800",,24.27,1,Global North
United Kingdom,GBR,1976,95.88,"220,472,000,000","3,922","185,680",866,"19,472,900",20.07,,7.54,"4,588","232,615,000,000","4,138",16.56,,"241,930",11.1,,"56,211,968",,23.8,1,Global North
United Kingdom,GBR,1977,96.19,"243,548,000,000","4,334","184,900",984,"19,484,500",23.25,,4.9,"4,668","263,066,000,000","4,681",15.84,,"241,930",8.91,,"56,193,492",,23.33,1,Global North
United Kingdom,GBR,1978,96.26,"309,539,000,000","5,508","184,780","1,153","23,186,100",25.17,,6.08,"4,730","335,883,000,000","5,977",8.26,,"241,930",9.09,,"56,196,504",,22.15,1,Global North
United Kingdom,GBR,1979,96.43,"395,362,000,000","7,029","184,520","1,264","25,312,100",28.54,,11.71,"4,923","438,994,000,000","7,805",13.42,,"241,930",13.69,,"56,246,951",,21.9,1,Global North
United Kingdom,GBR,1980,97.79,"500,180,000,000","8,882","184,690","1,428","25,551,200",33.67,,14.13,"4,684","564,948,000,000","10,032",17.97,,"241,930",16.31,,"56,314,216",,23.88,1,Global North
United Kingdom,GBR,1981,97.66,"471,876,000,000","8,376","183,200","1,579","24,578,700",37.67,,10.67,"4,573","540,766,000,000","9,599",11.88,,"241,930",13.26,,"56,333,829",,24.64,1,Global North
United Kingdom,GBR,1982,96.7,"451,942,000,000","8,025","182,810","1,511","23,872,500",40.91,,12.42,"4,480","515,049,000,000","9,146",8.6,,"241,930",11.93,,"56,313,641",,25.87,1,Global North
United Kingdom,GBR,1983,95.11,"430,633,000,000","7,644","182,160","1,730","23,376,200",42.8,,11.19,"4,549","489,618,000,000","8,692",4.61,,"241,930",9.83,,"56,332,848",,24.65,1,Global North
United Kingdom,GBR,1984,94.64,"406,397,000,000","7,203","182,020","2,193","25,825,700",44.92,,7.27,"4,598","461,487,000,000","8,179",4.96,,"241,930",9.68,,"56,422,072",,24.78,1,Global North
United Kingdom,GBR,1985,93.57,"424,630,000,000","7,509","181,680","2,299","28,229,400",47.65,,11.79,"4,827","489,285,000,000","8,652",6.07,,"241,930",12.25,,"56,550,268",,25.13,1,Global North
United Kingdom,GBR,1986,95.19,"533,219,000,000","9,407","181,300","2,547","29,373,100",49.28,,9.85,"4,954","601,453,000,000","10,611",3.43,,"241,930",10.9,,"56,681,396",,24.5,1,Global North
United Kingdom,GBR,1987,98.01,"654,049,000,000","11,515","181,160","2,863","33,705,300",51.33,,8.57,"5,082","745,163,000,000","13,119",4.15,,"241,930",9.74,,"56,802,050",,23.16,1,Global North
United Kingdom,GBR,1988,99.68,"799,277,000,000","14,040","184,230","3,134","37,573,100",53.46,,8.55,"5,233","910,123,000,000","15,987",4.16,,"241,930",10.1,,"56,928,327",,22.99,1,Global North
United Kingdom,GBR,1989,99.71,"801,840,000,000","14,048","183,060","3,447","46,354,400",56.54,,11.51,"5,295","926,885,000,000","16,239",5.76,,"241,930",13.84,,"57,076,711",,22.76,1,Global North
United Kingdom,GBR,1990,99.79,"940,298,000,000","16,425","182,030","3,825","47,113,600",61.1,,12.54,"5,357","1,093,170,000,000","19,095",8.06,"29,239,607","241,930",14.77,16.67,"57,247,586",68.38,24.15,1,Global North
United Kingdom,GBR,1991,98.18,"983,577,000,000","17,128","181,430","4,023","42,861,200",65.66,,10.28,"5,452","1,142,800,000,000","19,901",7.46,"29,138,592","241,930",11.69,16.26,"57,424,897",68.58,24.85,1,Global North
United Kingdom,GBR,1992,96.65,"1,030,680,000,000","17,900","180,700","4,639","47,819,400",68.67,,7.46,"5,452","1,179,660,000,000","20,487",4.59,"29,056,652","241,930",9.56,16.05,"57,580,402",69.54,24.28,1,Global North
United Kingdom,GBR,1993,,"932,932,000,000","16,163","175,340","5,405","50,187,900",70.43,,3.97,"5,492","1,061,390,000,000","18,389",2.56,"28,838,501","241,930",6.01,15.68,"57,718,614",70.43,22.98,1,Global North
United Kingdom,GBR,1994,,"1,024,700,000,000","17,708","174,090","6,405","55,475,500",71.99,,3.66,"5,380","1,140,490,000,000","19,709",2.22,"28,803,329","241,930",5.46,16.4,"57,865,745",70.43,23.8,1,Global North
United Kingdom,GBR,1995,,"1,099,770,000,000","18,955","173,790","6,831","59,688,800",73.93,,4.11,"5,576","1,346,420,000,000","23,207",2.7,"28,774,398","241,930",6.69,15.48,"58,019,030",64.87,23.19,1,Global North
United Kingdom,GBR,1996,,"1,174,270,000,000","20,188","174,940","7,618","64,208,500",76.04,,3.05,"5,816","1,421,510,000,000","24,439",2.85,"28,903,670","241,930",5.96,15.26,"58,166,950",65.08,23.03,1,Global North
United Kingdom,GBR,1997,,"1,332,980,000,000","22,858","175,850","6,451","62,763,200",77.71,,3.63,"5,832","1,559,570,000,000","26,743",2.2,"29,078,651","241,930",6.56,15.06,"58,316,954",65.63,23.7,1,Global North
United Kingdom,GBR,1998,99.91,"1,448,700,000,000","24,770","175,180","4,664","61,940,200",79.13,,4.48,"5,909","1,653,390,000,000","28,269",1.82,"29,151,321","241,930",7.23,14.45,"58,487,141",66.07,24.98,1,Global North
United Kingdom,GBR,1999,99.94,"1,454,570,000,000","24,787","172,190","4,925","65,738,296",80.52,,,"6,007","1,685,760,000,000","28,727",1.75,"29,250,480","241,930",5.34,13.85,"58,682,466",66.13,25.46,1,Global North
United Kingdom,GBR,2000,99.94,"1,438,160,000,000","24,420","169,640","5,161","70,436,030",81.47,"2,029.52",,"6,115","1,662,130,000,000","28,223",1.18,"29,521,079","241,930",5.96,13.34,"58,892,514",66.07,26.1,1,Global North
United Kingdom,GBR,2001,99.94,"1,425,570,000,000","24,113","169,530","4,549","70,331,725",82.72,"2,101.84",,"6,142","1,643,910,000,000","27,806",1.53,"29,530,758","241,930",5.12,12.45,"59,119,673",67.41,25.61,1,Global North
United Kingdom,GBR,2002,99.82,"1,555,070,000,000","26,193","169,760","4,941","72,381,196",83.97,"2,386.21",,"6,143","1,784,080,000,000","30,050",1.52,"29,851,875","241,930",4,12.15,"59,370,479",67.66,24.92,1,Global North
United Kingdom,GBR,2003,99.91,"1,786,690,000,000","29,954","169,560","5,160","76,388,660",85.13,"2,796.34",,"6,175","2,057,090,000,000","34,487",1.38,"30,120,599","241,930",3.7,11.61,"59,647,577",68.26,24.5,1,Global North
United Kingdom,GBR,2004,99.41,"2,112,090,000,000","35,209","170,510","5,698","86,054,762",86.31,"3,384.61",,"6,139","2,421,810,000,000","40,372",1.39,"30,375,094","241,930",4.38,10.98,"59,987,905",68.89,25.12,1,Global North
United Kingdom,GBR,2005,100,"2,223,650,000,000","36,815","169,560","5,998","93,602,879",88.12,"3,552.64",,"6,271","2,544,830,000,000","42,132",2.09,"30,850,081","241,930",4.65,10.52,"60,401,206",69.27,25.45,1,Global North
United Kingdom,GBR,2006,99.64,"2,332,220,000,000","38,329","178,380","6,215","97,544,631",90.28,"3,842.68",,"6,201","2,717,060,000,000","44,654",2.46,"31,344,492","241,930",4.64,10.2,"60,846,820",69.19,25.65,1,Global North
United Kingdom,GBR,2007,97.77,"2,646,450,000,000","43,156","176,470","6,154","101,622,807",92.44,"4,450.13",,"6,102","3,106,180,000,000","50,653",2.39,"31,545,732","241,930",5.51,9.65,"61,322,463",69.73,25.82,1,Global North
United Kingdom,GBR,2008,98.88,"2,464,140,000,000","39,868","176,840","6,284","104,713,553",95.69,"4,301.12",,"6,016","2,938,880,000,000","47,549",3.52,"31,947,237","241,930",4.68,9.51,"61,806,995",69.86,26.34,1,Global North
United Kingdom,GBR,2009,98.07,"2,025,310,000,000","32,521","173,250","6,615","102,464,509",97.57,"3,841.88",,"5,643","2,425,800,000,000","38,952",1.96,"32,114,459","241,930",0.64,9.11,"62,276,270",71.61,24.02,1,Global North
United Kingdom,GBR,2010,98.2,"2,103,380,000,000","33,511","172,240","6,083","101,515,720",100,"3,904.51",,"5,701","2,491,110,000,000","39,689",2.49,"32,288,000","241,930",0.5,9.5,"62,766,365",70.61,25.2,1,Global North
United Kingdom,GBR,2011,98.14,"2,260,320,000,000","35,731","171,640","6,280","111,598,546",103.86,"4,156.58",,"5,472","2,674,890,000,000","42,285",3.86,"32,509,057","241,930",0.5,9.34,"63,258,810",70.11,25.69,1,Global North
United Kingdom,GBR,2012,98.37,"2,265,660,000,000","35,568","171,820","6,244","115,419,921",106.53,"4,222.08",,"5,449","2,719,160,000,000","42,687",2.57,"32,814,013","241,930",0.5,9.29,"63,700,215",70.27,24.94,1,Global North
United Kingdom,GBR,2013,99.72,"2,322,790,000,000","36,221","172,502","6,032","118,605,866",108.97,"4,344.67",,"5,410","2,803,290,000,000","43,714",2.29,"33,110,692","241,930",0.5,9.51,"64,128,273",69.91,24.91,1,Global North
United Kingdom,GBR,2014,99.9,"2,557,740,000,000","39,592","172,320","5,975","124,901,676",110.55,"4,740.11",,"5,130","3,087,170,000,000","47,787",1.45,"33,393,576","241,930",0.5,9.33,"64,602,298",70.13,24.7,1,Global North
United Kingdom,GBR,2015,99.93,"2,451,410,000,000","37,647","171,380","5,423","131,512,994",110.96,"4,477.29",,,"2,956,570,000,000","45,405",0.37,"33,687,036","241,930",,9.21,"65,116,219",70.47,24.79,1,Global North
United Kingdom,GBR,2016,99.65,"2,247,500,000,000","34,255","173,500","5,513","143,781,714",112.08,"4,067.18",,,"2,722,850,000,000","41,500",1.01,"34,032,105","241,930",,9,"65,611,593",71.05,25.1,1,Global North
United Kingdom,GBR,2017,99.57,"2,250,020,000,000","34,061","174,662","5,916","151,159,067",114.94,"3,966.06",,,"2,699,020,000,000","40,858",2.56,"34,228,936","241,930",,8.95,"66,058,859",70.86,25.38,1,Global North
United Kingdom,GBR,2018,,"2,409,020,000,000","36,248","173,509","6,198","165,388,610",117.58,"4,270.22",,,"2,900,790,000,000","43,647",2.29,"34,511,971","241,930",,8.85,"66,460,344",70.86,25.26,1,Global North
United Kingdom,GBR,2019,,,,"175,213","5,851","142,392,528",119.62,"4,312.89",,,"2,878,670,000,000","43,070",1.74,"34,776,798","241,930",,8.88,"66,836,327",70.86,24.93,1,Global North
United Kingdom,GBR,2020,,,,"172,593","3,675","30,967,520",120.81,,,,"2,756,900,000,000","41,098",0.99,"34,679,986","241,930",,8.7,"67,081,000",72.72,24.26,1,Global North
United Kingdom,GBR,2021,,,,,,,123.85,,,,"3,186,860,000,000","47,334",2.52,"34,653,319",,,8.77,"67,326,569",71.63,,1,Global North
Bangladesh,BGD,1972,,,,"99,910",,,,,,11,"6,288,245,867",94,,,"130,170",,3.98,"66,625,706",34.33,,0,Global South
Bangladesh,BGD,1973,72.03,"7,446,766,874",110,"99,890",1,"490,000",,,,15,"8,086,725,729",120,,,"130,170",,8.52,"67,637,541",31.25,,0,Global South
Bangladesh,BGD,1974,,"11,565,437,230",168,"99,890",3,"431,400",,,,17,"12,512,460,520",182,,,"130,170",,9.25,"68,742,222",29.99,,0,Global South
Bangladesh,BGD,1975,,"17,819,111,125",254,"100,040",5,"490,500",,,,17,"19,448,348,073",278,,,"130,170",,7.04,"70,066,310",26.43,,0,Global South
Bangladesh,BGD,1976,76.78,"9,231,974,050",129,"99,980",9,"453,300",,,7.65,18,"10,117,113,333",141,,,"130,170",10.21,9.28,"71,652,386",33.64,,0,Global South
Bangladesh,BGD,1977,73.18,"8,625,890,199",117,"99,910",17,"470,300",,,7.94,19,"9,651,149,302",131,,,"130,170",10.21,11.23,"73,463,593",34.37,,0,Global South
Bangladesh,BGD,1978,72.15,"11,971,072,783",159,"99,870",15,"544,200",,,7.94,22,"13,281,767,143",176,,,"130,170",10.21,9.91,"75,450,033",31.44,,0,Global South
Bangladesh,BGD,1979,,"14,199,962,250",183,"99,830",19,"624,200",,,7.94,21,"15,565,480,322",201,,,"130,170",10.21,9.86,"77,529,040",31.86,,0,Global South
Bangladesh,BGD,1980,,"16,612,116,399",209,"99,870",20,"613,700",,,9.35,19,"18,138,049,096",228,,,"130,170",10.52,14.49,"79,639,498",44.56,,0,Global South
Bangladesh,BGD,1981,68.56,"18,906,287,516",231,"99,810",20,"591,400",,,13.61,23,"20,249,694,002",248,,,"130,170",11.13,13.98,"81,767,516",45.69,,0,Global South
Bangladesh,BGD,1982,,"17,276,425,491",206,"99,780",20,"621,500",,,13.61,26,"18,525,399,202",221,,,"130,170",11.13,13.94,"83,932,132",46.14,,0,Global South
Bangladesh,BGD,1983,65.58,"16,663,786,579",193,"99,640",21,"623,000",,,13.61,29,"17,609,048,822",204,,,"130,170",11.13,15.04,"86,142,490",45.78,,0,Global South
Bangladesh,BGD,1984,64.47,"17,912,026,726",203,"100,600",53,"741,800",,,13.61,32,"18,920,840,000",214,,,"130,170",11.13,15.6,"88,416,529",41.65,,0,Global South
Bangladesh,BGD,1985,62.9,"20,893,249,175",230,"100,270",69,"845,300",,,13.61,34,"22,278,423,077",245,,,"130,170",11.13,14.46,"90,764,180",44.42,,0,Global South
Bangladesh,BGD,1986,62.09,"20,449,336,750",219,"100,410",71,"852,400",24.28,,13.61,38,"21,774,033,333",234,,,"130,170",12.99,14.22,"93,187,593",45.08,,0,Global South
Bangladesh,BGD,1987,61.21,"22,916,381,486",240,"101,150",83,"861,000",26.68,,13.61,39,"24,298,032,258",254,9.87,,"130,170",14.85,13.47,"95,671,159",45.49,,0,Global South
Bangladesh,BGD,1988,71.93,"25,014,081,487",255,"104,270",77,"1,004,900",28.66,,13.61,43,"26,579,005,760",271,7.41,,"130,170",14.85,13.42,"98,186,350",46.39,,0,Global South
Bangladesh,BGD,1989,71.9,"27,085,560,966",269,"104,430",84,"997,400",30.39,,13.61,51,"28,781,714,764",286,6.05,,"130,170",14.85,12.91,"100,695,496",47.18,,0,Global South
Bangladesh,BGD,1990,74.92,"29,644,888,156",287,"103,860",70,"1,044,100",32.25,,13.65,50,"31,598,341,233",306,6.13,"35,272,754","130,170",14.85,13.24,"103,171,957",46.7,,0,Global South
Bangladesh,BGD,1991,,"29,095,392,822",276,"103,200",99,"1,020,800",34.3,,13.66,50,"30,957,483,950",293,6.36,"36,309,530","130,170",14.77,13.99,"105,599,125",44.36,,0,Global South
Bangladesh,BGD,1992,,"29,861,899,897",277,"95,490",83,"1,051,500",35.55,,11.87,60,"31,708,874,594",294,3.63,"37,387,956","130,170",13.92,14.4,"107,983,708",44.38,,0,Global South
Bangladesh,BGD,1993,,"31,364,640,465",284,"94,460",48,"1,083,100",36.62,,9.27,67,"33,166,519,418",301,3.01,"38,509,688","130,170",13.92,15.41,"110,350,641",46.04,,0,Global South
Bangladesh,BGD,1994,,"32,079,832,261",285,"93,580",161,"1,215,900",38.56,,7.26,71,"33,768,660,883",300,5.31,"39,678,222","130,170",13.45,15.87,"112,737,684",46.28,,0,Global South
Bangladesh,BGD,1995,,"36,008,201,140",313,"93,740",165,"1,261,400",42.53,,6.85,78,"37,939,748,769",329,10.3,"40,895,568","130,170",12.99,15.9,"115,169,933",45.13,,0,Global South
Bangladesh,BGD,1996,,"43,869,254,556",373,"93,270",136,"1,252,000",43.55,,8.26,82,"46,438,484,108",395,2.38,"42,090,789","130,170",12.99,14,"117,649,927",50.12,,0,Global South
Bangladesh,BGD,1997,,"45,734,710,895",381,"93,650",200,"1,314,700",45.86,,9.2,84,"48,244,309,133",401,5.31,"43,331,123","130,170",12.99,14.12,"120,160,571",49.93,,0,Global South
Bangladesh,BGD,1998,,"47,406,478,928",386,"94,340",145,"1,152,500",49.71,,9.3,89,"49,984,559,471",407,8.4,"44,603,763","130,170",12.93,14.86,"122,682,818",49.83,,0,Global South
Bangladesh,BGD,1999,,"48,718,568,038",389,"94,860",143,"1,215,400",52.74,,9.44,97,"51,270,569,884",410,6.11,"45,894,258","130,170",13.1,14.39,"125,189,655",50.2,,0,Global South
Bangladesh,BGD,2000,,"50,808,815,120",398,"94,000",194,"1,331,369",53.91,8.56,8.69,105,"53,369,787,319",418,2.21,"47,188,245","130,170",12.76,14.04,"127,657,862",50.57,,0,Global South
Bangladesh,BGD,2001,,"51,226,250,065",394,"94,030",170,"1,449,980",54.99,8.36,9.15,115,"53,991,289,844",415,2.01,"48,387,234","130,170",12.82,14.18,"130,088,709",50.58,6.61,0,Global South
