Country,CountryCode,Year,PrimaryEnrol_3,NatIncome_5,IncomeCapita_7,AgriLand_9,AirFreight_14,AirPassengers_15,PriceIndex_24,HlthExCapita_33,DepIntRate_35,kWhCapita_45,GDP_65,GDPCapita_67,Inflation_83,Labor_89,LandArea_90,LenIntRate_91,MfgValGDP_96,Population_110,ServicesAdd_130,TaxGDP%_135,Developed,Global North/South
Germany,DEU,2014,88.14,"3,262,740,000,000","40,289","167,250","7,184","112,353,099",106.65,"5,307.08",,"7,035","3,889,090,000,000","48,024",0.91,"42,438,398","348,900",,20.22,"80,982,500",62.11,11.48,1,Global North
Germany,DEU,2015,89.44,"2,826,440,000,000","34,601","167,310","6,986","117,222,850",107.2,"4,624.56",,,"3,357,590,000,000","41,103",0.51,"42,654,597","348,860",,20.35,"81,686,611",62.15,11.48,1,Global North
Germany,DEU,2016,90.62,"2,930,920,000,000","35,592","166,590","6,943","116,713,587",107.73,"4,744.23",,,"3,469,850,000,000","42,136",0.49,"43,551,192","349,360",,20.66,"82,348,669",61.77,11.3,1,Global North
Germany,DEU,2017,90.35,"3,114,280,000,000","37,677","166,870","7,902","114,160,685",109.35,"5,055.82",,,"3,690,850,000,000","44,653",1.51,"43,789,062","349,370",,20.39,"82,657,002",61.8,11.42,1,Global North
Germany,DEU,2018,,"3,378,100,000,000","40,746","166,450","7,970","109,796,202",111.25,"5,481.99",,,"3,977,290,000,000","47,974",1.73,"43,884,544","349,380",,20.04,"82,905,782",62.13,11.45,1,Global North
Germany,DEU,2019,,"3,292,400,000,000","39,623","166,660","7,764","109,633,751",112.85,"5,440.25",,,"3,888,330,000,000","46,795",1.45,"44,351,163","349,390",,19.44,"83,092,962",62.35,11.41,1,Global North
Germany,DEU,2020,,"3,195,510,000,000","38,426","165,950","5,455","25,758,450",113.43,,,,"3,846,410,000,000","46,253",0.51,"44,078,049","349,390",,18.17,"83,160,871",63.31,10.67,1,Global North
Germany,DEU,2021,,,,,,,116.99,,,,"4,223,120,000,000","50,802",3.14,"43,848,015",,,18.29,"83,129,285",63.02,,1,Global North
"Hong Kong SAR, China",HKG,1972,89.63,,,120,,,,,,"1,312","5,710,107,420","1,385",,,"1,020",,,"4,123,600",,,1,Global South
"Hong Kong SAR, China",HKG,1973,89.6,,,120,,,,,,"1,416","8,030,117,556","1,893",,,"1,020",,,"4,241,600",,,1,Global South
"Hong Kong SAR, China",HKG,1974,91.11,,,120,,,,,,"1,351","9,388,663,646","2,145",,,"1,020",,,"4,377,800",,,1,Global South
"Hong Kong SAR, China",HKG,1975,92.75,,,100,,,,,,"1,439","10,048,022,370","2,252",,,"1,010",,,"4,461,600",,,1,Global South
"Hong Kong SAR, China",HKG,1976,93.85,,,100,,,,,,"1,610","12,876,366,009","2,850",,,"1,010",,,"4,518,000",,,1,Global South
"Hong Kong SAR, China",HKG,1977,95.11,,,90,,,,,,"1,805","15,719,433,719","3,429",,,"1,000",,,"4,583,700",,,1,Global South
"Hong Kong SAR, China",HKG,1978,94.69,,,80,,,,,,"1,951","18,315,007,366","3,924",,,"1,000",,,"4,667,500",,,1,Global South
"Hong Kong SAR, China",HKG,1979,95.08,,,80,,,,,,"2,003","22,526,035,941","4,569",,,"1,000",,,"4,929,700",,,1,Global South
"Hong Kong SAR, China",HKG,1980,99.24,27331054823,"5,398",80,,,,,,"2,157","28,861,759,209","5,700",,,"1,000",,,"5,063,100",,,1,Global South
"Hong Kong SAR, China",HKG,1981,98.95,,,90,,,28.99,,,"2,230","31,055,409,443","5,991",,,"1,000",,,"5,183,400",,,1,Global South
"Hong Kong SAR, China",HKG,1982,98.2,,,90,,,32.17,,,"2,361","32,291,306,282","6,134",10.97,,990,,,"5,264,500",,,1,Global South
"Hong Kong SAR, China",HKG,1983,97.84,,,90,,,35.35,,,"2,625","29,907,091,340","5,595",9.89,,990,,,"5,345,100",,,1,Global South
"Hong Kong SAR, China",HKG,1984,97.16,,,90,,,38.41,,,"2,786","33,511,383,986","6,208",8.65,,990,,,"5,397,900",,,1,Global South
"Hong Kong SAR, China",HKG,1985,96,,,90,,,39.75,,,"2,918","35,699,543,051","6,543",3.5,,990,,,"5,456,200",,,1,Global South
"Hong Kong SAR, China",HKG,1986,,,,90,,,41.1,,,"3,197","41,075,570,592","7,435",3.38,,990,,,"5,524,600",,,1,Global South
"Hong Kong SAR, China",HKG,1987,,,,90,,,43.42,,,"3,845","50,622,571,586","9,071",5.65,,990,,,"5,580,500",,,1,Global South
"Hong Kong SAR, China",HKG,1988,,,,90,,,46.85,,,"4,072","59,707,404,561","10,610",7.89,,990,,,"5,627,600",,,1,Global South
"Hong Kong SAR, China",HKG,1989,,,,80,,,51.62,,,"3,937","68,790,369,107","12,098",10.18,,990,,,"5,686,200",,,1,Global South
"Hong Kong SAR, China",HKG,1990,,,,80,,,57,,,"4,178","76,928,290,842","13,486",10.43,"2,848,684",990,10,,"5,704,500",,,1,Global South
"Hong Kong SAR, China",HKG,1991,,,,80,,,63.36,,,"4,401","88,959,620,136","15,466",11.16,"2,910,075",990,9.42,,"5,752,000",,,1,Global South
"Hong Kong SAR, China",HKG,1992,,,,80,,,69.48,,,"4,508","104,272,000,000","17,976",9.65,"2,895,537",990,7.33,,"5,800,500",,,1,Global South
"Hong Kong SAR, China",HKG,1993,,,,80,,,75.59,,,"4,699","120,354,000,000","20,396",8.8,"2,967,806",990,6.5,,"5,901,000",,,1,Global South
"Hong Kong SAR, China",HKG,1994,,,,80,,,82.2,,3.54,"4,835","135,812,000,000","22,503",8.74,"3,052,757",990,7.38,,"6,035,400",,,1,Global South
"Hong Kong SAR, China",HKG,1995,93.9,,,80,,,89.66,,5.63,"4,850","144,653,000,000","23,497",9.08,"3,104,917","1,050",8.9,,"6,156,100",,,1,Global South
"Hong Kong SAR, China",HKG,1996,93.81,,,80,,,95.28,,4.64,"4,916","159,717,000,000","24,818",6.28,"3,246,724","1,050",8.52,,"6,435,500",,,1,Global South
"Hong Kong SAR, China",HKG,1997,,,,70,"2,325","5,957,200",100.79,,5.98,"4,968","177,353,000,000","27,330",5.78,"3,289,068","1,050",8.9,,"6,489,300",,,1,Global South
"Hong Kong SAR, China",HKG,1998,,,,70,"4,151","12,254,000",103.72,,6.62,"5,326","168,886,000,000","25,809",2.91,"3,345,632","1,050",9.9,,"6,543,700",,,1,Global South
"Hong Kong SAR, China",HKG,1999,,,,70,"4,546","12,592,600",99.57,,4.5,"5,268","165,768,000,000","25,092",-4.01,"3,356,358","1,050",8.5,,"6,606,500",,,1,Global South
"Hong Kong SAR, China",HKG,2000,,,,70,"5,112","14,377,973",95.9,,4.8,"5,447","171,668,000,000","25,757",-3.69,"3,362,341","1,050",9.27,4.59,"6,665,000",83.76,,1,Global South
"Hong Kong SAR, China",HKG,2001,,,,70,"5,066","14,064,286",94.31,,2.38,"5,550","169,403,000,000","25,230",-1.66,"3,452,709","1,050",6.84,4.06,"6,714,300",84.69,,1,Global South
"Hong Kong SAR, China",HKG,2002,,,,70,"5,715","15,636,216",91.49,,0.35,"5,648","166,349,000,000","24,666",-2.98,"3,512,114","1,050",5.1,3.53,"6,744,100",85.61,,1,Global South
"Hong Kong SAR, China",HKG,2003,,,,70,"5,781","13,024,791",89.05,,0.07,"5,714","161,385,000,000","23,977",-2.67,"3,497,891","1,050",5,3.11,"6,730,800",87.71,,1,Global South
"Hong Kong SAR, China",HKG,2004,,,,70,"6,932","17,892,816",88.8,,0.03,"5,783","169,100,000,000","24,928",-0.27,"3,540,405","1,050",5.02,3,"6,783,500",88.35,,1,Global South
"Hong Kong SAR, China",HKG,2005,,,,70,"7,764","20,229,512",89.54,,1.26,"5,878","181,570,000,000","26,650",0.83,"3,559,155","1,050",6.21,2.81,"6,813,200",89.06,,1,Global South
"Hong Kong SAR, China",HKG,2006,,,,60,"8,326","21,796,158",91.33,,2.7,"5,883","193,536,000,000","28,224",2,"3,623,557","1,050",7.92,2.64,"6,857,100",89.96,,1,Global South
"Hong Kong SAR, China",HKG,2007,,,,60,"10,029","24,133,664",93.19,,2.42,"5,907","211,597,000,000","30,594",2.04,"3,674,868","1,050",7.56,1.96,"6,916,300",90.29,,1,Global South
"Hong Kong SAR, China",HKG,2008,,,,60,"8,986","25,401,266",97.2,,0.45,"5,883","219,280,000,000","31,516",4.3,"3,696,370","1,050",5.31,1.85,"6,957,800",87.82,,1,Global South
"Hong Kong SAR, China",HKG,2009,,,,60,"13,293","23,973,030",97.76,,0.01,"5,951","214,046,000,000","30,697",0.58,"3,715,828","1,050",5,1.73,"6,972,800",88.4,,1,Global South
"Hong Kong SAR, China",HKG,2010,,,,55,"10,373","28,347,688",100,,0.01,"5,973","228,638,000,000","32,550",2.29,"3,686,417","1,050",5,1.71,"7,024,200",90.91,,1,Global South
"Hong Kong SAR, China",HKG,2011,,,,55,"10,054","30,293,677",105.31,,0.01,"5,960","248,514,000,000","35,142",5.31,"3,753,214","1,050",5,1.58,"7,071,600",91.51,,1,Global South
"Hong Kong SAR, China",HKG,2012,99.28,,,51,"9,468","32,247,332",109.57,,0.01,"6,031","262,629,000,000","36,731",4.05,"3,834,805","1,050",5,1.5,"7,150,100",91.92,,1,Global South
"Hong Kong SAR, China",HKG,2013,99.25,,,51,"9,396","34,644,497",114.33,,0.01,"5,941","275,697,000,000","38,404",4.34,"3,906,208","1,050",5,1.41,"7,178,900",91.11,,1,Global South
"Hong Kong SAR, China",HKG,2014,98.97,,,51,"10,826","37,933,773",119.38,,0.01,"6,083","291,459,000,000","40,315",4.42,"3,926,619","1,050",5,1.23,"7,229,500",90.48,,1,Global South
"Hong Kong SAR, China",HKG,2015,98.58,,,51,"11,294","41,867,157",122.96,,0.01,,"309,384,000,000","42,432",2.99,"3,960,062","1,050",5,1.11,"7,291,300",89.84,,1,Global South
"Hong Kong SAR, China",HKG,2016,97.18,,,50,"11,409","43,683,583",125.92,,0.01,,"320,858,000,000","43,734",2.41,"3,977,452","1,050",5,1.08,"7,336,600",89.53,,1,Global South
"Hong Kong SAR, China",HKG,2017,96.54,,,51,"12,415","45,580,297",127.8,,0.01,,"341,273,000,000","46,160",1.49,"3,996,264","1,050",5,1.03,"7,393,200",88.64,,1,Global South
"Hong Kong SAR, China",HKG,2018,96.27,,,50,"12,677","47,101,822",130.87,,0.04,,"361,731,000,000","48,538",2.41,"4,015,566","1,050",5.04,0.97,"7,452,600",88.7,,1,Global South
"Hong Kong SAR, China",HKG,2019,,,,50,"11,739","46,469,864",134.65,,0.14,,"363,052,000,000","48,356",2.88,"3,986,315","1,050",5.1,1.03,"7,507,900",89.97,,1,Global South
"Hong Kong SAR, China",HKG,2020,,,,40,"8,085","5,878,548",134.99,,0.06,,"344,881,000,000","46,101",0.25,"3,891,040","1,050",5,0.94,"7,481,000",89.6,,1,Global South
"Hong Kong SAR, China",HKG,2021,,,,,,,137.1,,0.02,,"368,139,000,000","49,661",1.57,"3,805,180",,5,,"7,413,100",,,1,Global South
India,IND,1972,,"66,056,330,291",114,"1,779,460",131,"3,285,800",5.05,,,100,"71,463,193,831",123,6.44,,"2,973,190",,15.1,"581,087,255",35.52,,0,Global South
India,IND,1973,,"79,040,045,695",133,"1,787,510",177,"3,391,600",5.9,,,101,"85,515,269,585",144,16.94,,"2,973,190",,15.02,"594,770,136",32.95,,0,Global South
India,IND,1974,,"91,408,163,436",150,"1,792,820",145,"3,037,300",7.59,,,104,"99,525,899,116",163,28.6,,"2,973,190",,16.35,"608,802,595",33.61,8.18,0,Global South
India,IND,1975,,"88,994,651,654",143,"1,796,940",211,"3,839,900",8.02,,,115,"98,472,796,457",158,5.75,,"2,973,190",,15.84,"623,102,900",35.14,9.02,0,Global South
India,IND,1976,,"92,612,334,321",145,"1,796,490",251,"4,534,000",7.41,,,124,"102,717,000,000",161,-7.63,,"2,973,190",,16.27,"637,630,085",35.8,9.18,0,Global South
India,IND,1977,,"109,053,000,000",167,"1,795,910",276,"5,147,500",8.03,,,126,"121,487,000,000",186,8.31,,"2,973,190",,16.08,"652,408,766",34.66,8.6,0,Global South
India,IND,1978,,"123,625,000,000",185,"1,805,920",298,"6,099,600",8.23,,,136,"137,300,000,000",206,2.52,,"2,973,190",13.5,17.1,"667,499,815",34.94,9.3,0,Global South
India,IND,1979,,"137,389,000,000",201,"1,805,800",298,"6,546,800",8.75,,,136,"152,992,000,000",224,6.28,,"2,973,190",14.5,17.85,"682,995,348",35.52,9.69,0,Global South
India,IND,1980,,"169,172,000,000",242,"1,802,720",366,"6,603,100",9.74,,,142,"186,325,000,000",267,11.35,,"2,973,190",16.5,16.75,"698,952,837",33.81,9.03,0,Global South
India,IND,1981,,"173,759,000,000",243,"1,804,010",411,"7,574,500",11.01,,,152,"193,491,000,000",270,13.11,,"2,973,190",16.5,16.77,"715,384,997",33.87,9.21,0,Global South
India,IND,1982,,"177,852,000,000",243,"1,807,710",410,"8,391,700",11.88,,,158,"200,715,000,000",274,7.89,,"2,973,190",16.5,16.37,"732,239,498",34.9,9.27,0,Global South
India,IND,1983,,"194,301,000,000",259,"1,804,620",462,"9,164,800",13.29,,,166,"218,262,000,000",291,11.87,,"2,973,190",16.5,16.66,"749,428,958",34.52,9.27,0,Global South
India,IND,1984,,"188,200,000,000",245,"1,814,520",546,"10,125,700",14.4,,,183,"212,158,000,000",277,8.32,,"2,973,190",16.5,16.71,"766,833,411",35.42,9.31,0,Global South
India,IND,1985,,"204,380,000,000",261,"1,813,400",490,"10,993,800",15.2,,,194,"232,512,000,000",296,5.56,,"2,973,190",16.5,16.42,"784,360,012",36.11,10.08,0,Global South
India,IND,1986,,"220,995,000,000",276,"1,811,920",540,"11,785,200",16.53,,,208,"248,986,000,000",310,8.73,,"2,973,190",16.5,16.22,"801,975,250",36.99,10.43,0,Global South
India,IND,1987,,"246,135,000,000",300,"1,815,430",645,"12,668,600",17.98,,,220,"279,034,000,000",340,8.8,,"2,973,190",16.5,16.21,"819,682,095",37.45,10.41,0,Global South
India,IND,1988,,"261,045,000,000",312,"1,810,910",646,"12,863,100",19.67,,,240,"296,589,000,000",354,9.38,,"2,973,190",16.5,16.1,"837,468,938",36.8,10.36,0,Global South
India,IND,1989,,"259,638,000,000",304,"1,815,010",681,"12,740,100",21.06,,,257,"296,042,000,000",346,7.07,,"2,973,190",16.5,16.9,"855,334,675",37.23,10.47,0,Global South
India,IND,1990,77.12,"280,294,000,000",321,"1,814,130",663,"10,862,200",22.95,,,272,"320,979,000,000",368,8.97,"315,629,324","2,973,190",16.5,16.6,"873,277,799",37.04,9.99,0,Global South
India,IND,1991,,"234,061,000,000",263,"1,815,860",493,"10,717,400",26.13,,,291,"270,105,000,000",303,13.87,"322,784,226","2,973,190",17.88,15.68,"891,273,202",37.79,10.17,0,Global South
India,IND,1992,,"250,204,000,000",275,"1,813,050",429,"11,127,100",29.21,,,304,"288,208,000,000",317,11.79,"330,187,683","2,973,190",18.92,15.8,"909,307,018",37.91,9.81,0,Global South
India,IND,1993,,"243,365,000,000",262,"1,813,820",372,"9,441,600",31.06,,,321,"279,296,000,000",301,6.33,"337,902,550","2,973,190",16.25,15.92,"927,403,866",38.49,8.54,0,Global South
India,IND,1994,,"287,112,000,000",304,"1,812,910",564,"11,518,400",34.24,,,341,"327,276,000,000",346,10.25,"346,038,329","2,973,190",14.75,16.76,"945,601,828",37.5,8.98,0,Global South
India,IND,1995,,"315,911,000,000",328,"1,809,450",654,"14,260,600",37.75,,,359,"360,282,000,000",374,10.22,"353,772,133","2,973,190",15.46,17.87,"963,922,586",37.85,9.23,0,Global South
India,IND,1996,,"345,644,000,000",352,"1,805,890",565,"13,394,600",41.13,,,360,"392,897,000,000",400,8.98,"361,461,183","2,973,190",15.96,17.6,"982,365,248",37.71,9.23,0,Global South
India,IND,1997,,"365,245,000,000",365,"1,809,810",528,"16,039,800",44.08,,,375,"415,868,000,000",415,7.16,"369,433,851","2,973,190",13.83,16.52,"1,000,900,028",39.08,9.01,0,Global South
India,IND,1998,,"372,983,000,000",366,"1,808,740",531,"16,521,000",49.91,,,386,"421,351,000,000",413,13.23,"377,639,683","2,973,190",13.54,15.72,"1,019,483,586",40.13,8.11,0,Global South
India,IND,1999,,"404,623,000,000",390,"1,810,210",531,"16,005,400",52.24,,,392,"458,820,000,000",442,4.67,"386,013,225","2,973,190",12.54,15.18,"1,038,058,154",41.97,8.64,0,Global South
India,IND,2000,83.85,"408,656,000,000",387,"1,809,750",548,"17,299,483",54.34,18.5,,394,"468,395,000,000",443,4.01,"394,491,693","2,973,190",12.29,15.93,"1,056,575,548",42.73,8.81,0,Global South
India,IND,2001,83.8,"424,732,000,000",395,"1,804,870",515,"16,862,737",56.39,19.8,,394,"485,441,000,000",452,3.78,"404,464,319","2,973,190",12.08,15.31,"1,075,000,094",43.81,8.08,0,Global South
India,IND,2002,83.62,"451,018,000,000",413,"1,805,600",546,"17,633,019",58.82,20.24,,411,"514,938,000,000",471,4.3,"414,679,930","2,973,190",11.92,15.56,"1,093,317,187",44.73,8.68,0,Global South
India,IND,2003,88.46,"533,298,000,000",480,"1,802,490",580,"19,455,085",61.05,22,,430,"607,699,000,000",547,3.81,"425,076,778","2,973,190",11.46,15.59,"1,111,523,146",44.7,9.11,0,Global South
India,IND,2004,,"619,171,000,000",548,"1,803,750",708,"23,934,074",63.35,25.06,,452,"709,149,000,000",628,3.77,"435,581,775","2,973,190",10.92,15.83,"1,129,623,466",44.11,9.57,0,Global South
India,IND,2005,,"712,942,000,000",621,"1,801,260",774,"27,879,461",66.04,27.67,,468,"820,382,000,000",715,4.25,"446,152,605","2,973,190",10.75,15.97,"1,147,609,924",44.44,10.08,0,Global South
India,IND,2006,,"815,853,000,000",700,"1,799,060",843,"40,288,794",69.87,29.56,,509,"940,260,000,000",807,5.8,"448,878,843","2,973,190",11.19,17.3,"1,165,486,291",44.04,11.13,0,Global South
India,IND,2007,96.79,"1,053,640,000,000",890,"1,796,200",968,"51,897,450",74.32,35.86,,542,"1,216,740,000,000","1,028",6.37,"451,318,662","2,973,190",13.02,16.86,"1,183,209,471",44.01,12.11,0,Global South
India,IND,2008,96.84,"1,020,780,000,000",850,"1,797,570","1,234","49,877,935",80.53,37.88,,561,"1,198,900,000,000",999,8.35,"453,478,308","2,973,190",13.31,17.1,"1,200,669,762",45.88,10.98,0,Global South
India,IND,2009,95.54,"1,162,220,000,000",954,"1,800,680","1,235","54,446,373",89.29,38.3,,598,"1,341,890,000,000","1,102",10.88,"455,403,683","2,973,190",12.19,17.14,"1,217,726,217",45.98,9.81,0,Global South
India,IND,2010,96.12,"1,446,080,000,000","1,172","1,795,730","1,631","64,374,254",100,45.13,,640,"1,675,620,000,000","1,358",11.99,"457,144,011","2,973,190",8.33,17.03,"1,234,281,163",45.03,10.39,0,Global South
India,IND,2011,95.72,"1,572,470,000,000","1,258","1,796,700","1,703","73,996,912",108.91,48.6,,697,"1,823,050,000,000","1,458",8.91,"457,496,428","2,973,190",10.17,16.14,"1,250,287,939",45.44,10.18,0,Global South
India,IND,2012,96.99,"1,579,450,000,000","1,248","1,796,420","1,579","72,151,829",119.24,48.95,,723,"1,827,640,000,000","1,444",9.48,"457,753,613","2,973,190",10.6,15.82,"1,265,780,243",46.3,10.84,0,Global South
India,IND,2013,97.74,"1,599,020,000,000","1,248","1,796,980","1,734","75,589,071",131.18,56.12,,764,"1,856,720,000,000","1,450",10.02,"461,045,398","2,973,190",10.29,15.25,"1,280,842,119",46.7,11,0,Global South
India,IND,2014,,"1,772,000,000,000","1,368","1,797,280","1,851","82,718,883",139.92,57.07,,805,"2,039,130,000,000","1,574",6.67,"464,104,758","2,973,190",10.25,15.07,"1,295,600,768",47.82,9.98,0,Global South
India,IND,2015,,"1,840,720,000,000","1,405","1,796,750","1,834","98,927,860",146.79,58.92,,,"2,103,590,000,000","1,606",4.91,"466,842,711","2,973,190",10.01,15.58,"1,310,152,392",47.78,10.57,0,Global South
India,IND,2016,,"1,993,930,000,000","1,505","1,795,780","1,894","119,577,835",154.05,60.6,,,"2,294,800,000,000","1,733",4.95,"469,541,836","2,973,190",9.67,15.16,"1,324,517,250",47.75,11.15,0,Global South
India,IND,2017,,"2,321,300,000,000","1,734","1,792,356","2,407","139,752,424",159.18,57.56,,,"2,651,470,000,000","1,981",3.33,"471,675,710","2,973,190",9.51,15.02,"1,338,676,779",47.67,11.39,0,Global South
India,IND,2018,,"2,356,650,000,000","1,742","1,791,156","2,704","164,035,638",165.45,60.27,,,"2,702,930,000,000","1,998",3.94,"473,422,438","2,973,190",9.45,14.88,"1,352,642,283",48.43,12.02,0,Global South
India,IND,2019,,"2,507,340,000,000","1,835","1,790,449","1,938","167,499,116",171.62,63.75,,,"2,831,550,000,000","2,072",3.73,"482,700,285","2,973,190",9.47,13.47,"1,366,417,756",50.11,,0,Global South
India,IND,2020,,"2,322,110,000,000","1,683","1,790,451",875,"68,959,633",182.99,,,,"2,667,690,000,000","1,933",6.62,"457,779,812","2,973,190",9.15,13.68,"1,380,004,385",48.44,,0,Global South
India,IND,2021,,,,,,,192.38,,,,"3,173,400,000,000","2,277",5.13,"471,295,529",,8.7,14.07,"1,393,409,033",47.69,,0,Global South
Japan,JPN,1972,,2.59E+11,"2,417","64,840",585,"20,169,500",36.44,,6.05,"3,737","318,031,000,000","2,967",4.84,,"366,600",,,"107,188,000",,,1,Global North
Japan,JPN,1973,,3.54E+11,"3,260","64,470",753,"25,393,100",40.68,,6.25,"4,067","432,083,000,000","3,975",11.61,,"366,600",,,"108,707,000",,,1,Global North
Japan,JPN,1974,,3.93E+11,"3,570","64,150",739,"27,485,700",50.12,,8.33,"3,967","479,626,000,000","4,354",23.22,,"366,600",,,"110,162,000",,,1,Global North
Japan,JPN,1975,,4.31E+11,"3,867","62,730",853,"27,281,400",56,,8.33,"4,042","521,542,000,000","4,674",11.73,,"366,500",,,"111,573,000",,,1,Global North
Japan,JPN,1976,,4.87E+11,"4,319","62,360","1,031","29,566,000",61.25,,7.03,"4,310","586,162,000,000","5,198",9.37,,"366,500",,,"112,775,000",,,1,Global North
Japan,JPN,1977,,6.01E+11,"5,275","62,150","1,148","36,177,400",66.25,,5.99,"4,444","721,412,000,000","6,335",8.16,,"366,400",,,"113,872,000",,,1,Global North
Japan,JPN,1978,,8.52E+11,"7,418","61,940","1,356","40,554,700",69.04,,4.2,"4,669","1,013,610,000,000","8,821",4.21,,"366,400",,,"114,913,000",,,1,Global North
Japan,JPN,1979,,8.81E+11,"7,599","61,740","1,625","45,367,800",71.59,,5.18,"4,862","1,055,010,000,000","9,104",3.7,,"366,400",,,"115,890,000",,,1,Global North
Japan,JPN,1980,,9.19E+11,"7,866","60,610","1,871","45,144,500",77.16,,8.59,"4,717","1,105,390,000,000","9,463",7.78,,"366,300",,,"116,807,000",,,1,Global North
Japan,JPN,1981,,1.00E+12,"8,522","60,420","2,112","48,061,200",80.95,,6.93,"4,754","1,218,990,000,000","10,360",4.91,,"366,400",,,"117,661,000",,,1,Global North
Japan,JPN,1982,,9.37E+11,"7,904","60,260","2,222","46,394,200",83.17,,5.86,"4,695","1,134,520,000,000","9,576",2.74,,"366,200",,,"118,480,000",,,1,Global North
Japan,JPN,1983,,1.02E+12,"8,576","60,110","2,528","46,554,000",84.75,,5.86,"4,959","1,243,320,000,000","10,421",1.9,,"366,200",,,"119,307,000",,,1,Global North
Japan,JPN,1984,,1.08E+12,"8,984","59,960","2,796","50,452,800",86.67,,5.47,"5,182","1,318,380,000,000","10,979",2.26,,"364,700",,,"120,083,000",,,1,Global North
Japan,JPN,1985,,1.15E+12,"9,555","58,790","3,071","51,294,700",88.43,,5.47,"5,324","1,398,890,000,000","11,577",2.03,,"364,600",,,"120,837,000",,,1,Global North
Japan,JPN,1986,,1.71E+12,"14,036","58,580","3,608","52,489,800",88.96,,3.62,"5,328","2,078,950,000,000","17,113",0.6,,"364,700",,,"121,482,000",,,1,Global North
Japan,JPN,1987,,2.07E+12,"16,985","58,400","4,326","57,757,700",89.07,,2.75,"5,641","2,532,810,000,000","20,749",0.13,,"364,600",,,"122,069,000",,,1,Global North
Japan,JPN,1988,,2.51E+12,"20,488","58,170","4,781","62,087,500",89.67,,2.75,"5,906","3,071,680,000,000","25,059",0.68,,"364,600",,,"122,578,000",,,1,Global North
Japan,JPN,1989,,2.49E+12,"20,220","57,290","5,129","69,321,696",91.71,,3.08,"6,239","3,054,910,000,000","24,823",2.27,,"364,600",,,"123,069,000",,,1,Global North
Japan,JPN,1990,,2.55E+12,"20,624","56,930","5,069","76,223,800",94.53,,5.56,"6,809","3,132,820,000,000","25,371",3.08,"63,721,155","364,600",,,"123,478,000",,,1,Global North
Japan,JPN,1991,,2.88E+12,"23,261","56,540","5,225","78,719,800",97.61,,5.99,"7,007","3,584,420,000,000","28,915",3.25,"64,915,712","364,600",,,"123,964,000",,13.13,1,Global North
Japan,JPN,1992,,3.12E+12,"25,046","56,150","5,185","81,378,400",99.33,,3.35,"7,024","3,908,810,000,000","31,415",1.76,"65,745,715","364,600",,,"124,425,000",,11.63,1,Global North
Japan,JPN,1993,,3.53E+12,"28,255","55,740","5,484","80,063,904",100.56,,2.14,"7,077","4,454,140,000,000","35,682",1.24,"66,086,944","364,600",4.86,,"124,829,000",,11.59,1,Global North
Japan,JPN,1994,,3.85E+12,"30,719","55,330","6,008","83,913,504",101.26,,1.7,"7,510","4,998,800,000,000","39,934",0.7,"66,375,556","364,600",4.13,23.47,"125,178,000",62.93,,1,Global North
Japan,JPN,1995,,4.30E+12,"34,304","54,430","6,538","91,797,000",101.13,,0.9,"7,694","5,545,560,000,000","44,198",-0.13,"66,625,286","364,600",3.51,23.47,"125,472,000",63.21,,1,Global North
Japan,JPN,1996,,3.81E+12,"30,335","53,990","6,801","95,913,504",101.27,,0.3,"7,835","4,923,390,000,000","39,150",0.14,"67,160,952","364,500",2.66,23.36,"125,757,000",63.18,,1,Global North
Japan,JPN,1997,,3.47E+12,"27,488","53,540","7,505","94,997,600",103.04,,0.3,"7,991","4,492,450,000,000","35,638",1.75,"67,781,361","364,500",2.45,23.35,"126,057,000",64.17,,1,Global North
Japan,JPN,1998,,3.13E+12,"24,801","53,100","7,514","101,701,200",103.72,,0.27,"8,004","4,098,360,000,000","32,424",0.66,"67,764,966","364,500",2.32,22.84,"126,400,000",64.9,,1,Global North
Japan,JPN,1999,,3.54E+12,"27,927","52,710","8,226","105,994,496",103.37,,0.12,"8,147","4,635,980,000,000","36,610",-0.34,"67,672,260","364,500",2.16,22.4,"126,631,000",65.81,,1,Global North
Japan,JPN,2000,,3.81E+12,"30,030","52,580","8,672","109,123,312",102.67,"2,740.67",0.07,"8,299","4,968,360,000,000","39,169",-0.68,"67,491,823","364,500",2.07,22.45,"126,843,000",66.02,,1,Global North
Japan,JPN,2001,,3.36E+12,"26,401","47,930","7,614","107,823,469",101.91,"2,479.81",0.06,"8,162","4,374,710,000,000","34,406",-0.74,"67,328,405","364,500",1.97,21.12,"127,149,000",67.07,,1,Global North
Japan,JPN,2002,,3.19E+12,"25,046","47,630","8,205","109,037,841",100.97,"2,404.65",0.04,"8,266","4,182,850,000,000","32,821",-0.92,"66,823,769","364,500",1.86,20.71,"127,445,000",68.33,,1,Global North
Japan,JPN,2003,,3.47E+12,"27,176","47,360","8,280","103,988,547",100.71,"2,642.23",0.04,"8,165","4,519,560,000,000","35,387",-0.26,"66,624,607","364,500",1.82,20.92,"127,718,000",68.72,,1,Global North
Japan,JPN,2004,,3.79E+12,"29,634","47,140","8,708","101,740,600",100.7,"2,875.93",0.08,"8,393","4,893,120,000,000","38,299",-0.01,"66,403,238","364,500",1.77,21.12,"127,761,000",68.99,,1,Global North
